,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
354,CRON,Cronos Group Inc.,802.63M,6.06%,2993173,87.24M
355,ATXS,"Astria Therapeutics, Inc.",802.13M,5.82%,4877930,-
356,MD,"Pediatrix Medical Group, Inc.",797.49M,4.41%,1241153,1.99B
357,WVE,Wave Life Sciences Ltd.,794.85M,1.25%,2823919,113.31M
358,EMBC,Embecta Corp.,791.71M,-3.78%,984024,1.12B
359,ALLO,"Allogene Therapeutics, Inc.",787.97M,3.67%,12773303,95.00K
360,HSTM,"HealthStream, Inc.",782.66M,1.02%,234930,279.06M
361,BLFS,"BioLife Solutions, Inc.",775.31M,0.35%,480098,143.27M
362,PHAR,Pharming Group N.V.,770.68M,4.35%,2512,272.57M
363,SLRN,"Acelyrin, Inc.",768.02M,-0.38%,4559690,-
364,ATRI,Atrion Corporation,767.47M,4.32%,39285,169.33M
365,ZYME,Zymeworks Inc.,762.84M,0.37%,557520,76.01M
366,FNA,"Paragon 28, Inc.",757.96M,-0.33%,690134,216.39M
367,ZJYL,Jin Medical International Ltd.,752.99M,-,1442291,19.19M
368,PRAX,"Praxis Precision Medicines, Inc.",748.10M,4.04%,327392,2.45M
369,AUPH,Aurinia Pharmaceuticals Inc.,747.68M,1.57%,2125589,175.51M
370,TRML,"Tourmaline Bio, Inc.",746.59M,3.52%,303306,-
371,LAB,Standard BioTools Inc.,745.60M,1.95%,1382600,106.34M
372,FATE,"Fate Therapeutics, Inc.",743.29M,3.60%,9650759,63.53M
373,NVAX,"Novavax, Inc.",740.35M,6.22%,8275323,983.71M
374,CVAC,CureVac N.V.,738.95M,-0.90%,452078,45.62M
375,TMCI,"Treace Medical Concepts, Inc.",733.65M,-2.62%,450109,187.12M
376,COGT,"Cogent Biosciences, Inc.",732.59M,7.80%,6103267,-
377,FUSN,Fusion Pharmaceuticals Inc.,723.33M,6.96%,1161628,2.21M
378,ACCD,"Accolade, Inc.",714.47M,-3.45%,1512480,388.49M
379,VREX,Varex Imaging Corporation,710.83M,0.29%,956608,877.80M
380,ABVX,Abivax SA,705.31M,6.81%,48255,-
381,FULC,"Fulcrum Therapeutics, Inc.",703.58M,1.61%,411961,2.81M
382,LBPH,"Longboard Pharmaceuticals, Inc.",695.85M,2.28%,2047166,-
383,PRTC,PureTech Health plc,687.43M,1.47%,194,15.62M
384,CGEM,"Cullinan Oncology, Inc.",686.04M,-5.80%,1721219,-
385,AVTE,"Aerovate Therapeutics, Inc.",672.08M,9.92%,103677,-
386,EDIT,"Editas Medicine, Inc.",665.15M,-0.25%,6358837,78.12M
387,SIBN,"SI-BONE, Inc.",658.67M,-0.68%,1007947,138.89M
388,FLGT,"Fulgent Genetics, Inc.",655.34M,-0.50%,336402,289.21M
389,CCCC,"C4 Therapeutics, Inc.",654.59M,-6.10%,13105732,20.76M
390,SVRA,Savara Inc.,650.68M,1.07%,736505,-
391,MNMD,Mind Medicine (MindMed) Inc.,646.49M,12.65%,3994240,-
392,OLMA,"Olema Pharmaceuticals, Inc.",645.81M,-0.17%,5007261,-
393,YMAB,"Y-mAbs Therapeutics, Inc.",643.52M,-2.00%,437210,84.82M
394,LXRX,"Lexicon Pharmaceuticals, Inc.",640.22M,7.00%,7473856,531.00K
395,NRIX,"Nurix Therapeutics, Inc.",639.53M,-6.84%,3653445,76.99M
396,APLT,"Applied Therapeutics, Inc.",637.44M,3.44%,1298417,9.99M
397,BMEA,"Biomea Fusion, Inc.",637.35M,6.00%,5396248,-
398,CMPS,COMPASS Pathways plc,635.85M,1.07%,373411,-
399,CATX,"Perspective Therapeutics, Inc.",627.88M,-,10794078,8.17M
400,ANAB,"AnaptysBio, Inc.",627.59M,-0.64%,1290160,17.16M
401,MLYS,"Mineralys Therapeutics, Inc.",627.45M,0.71%,167051,-
402,IGMS,"IGM Biosciences, Inc.",625.49M,4.31%,347872,2.13M
403,OPK,"OPKO Health, Inc.",623.67M,1.06%,9621849,863.50M
404,AVBP,"ArriVent BioPharma, Inc.",622.84M,4.95%,1755245,-
405,NNOX,Nano-X Imaging Ltd.,622.36M,7.58%,5453793,9.64M
406,SILK,"Silk Road Medical, Inc",620.92M,0.96%,666627,177.13M
407,MRSN,"Mersana Therapeutics, Inc.",611.37M,0.70%,7080963,36.86M
408,OABI,"OmniAb, Inc.",609.42M,-0.76%,507356,64.69M
409,KIDS,OrthoPediatrics Corp.,602.40M,-2.19%,185743,148.73M
410,CALT,Calliditas Therapeutics AB (publ),598.44M,-1.76%,1854,105.88M
411,NKTX,"Nkarta, Inc.",596.96M,6.90%,713432,-
412,CCRN,"Cross Country Healthcare, Inc.",594.85M,1.60%,1328524,2.02B
413,ALEC,"Alector, Inc.",585.99M,1.16%,2041454,97.06M
414,INNV,InnovAge Holding Corp.,583.01M,0.12%,74864,720.80M
415,TVTX,"Travere Therapeutics, Inc.",577.97M,-0.53%,2211361,145.24M
416,ALXO,ALX Oncology Holdings Inc.,566.72M,1.35%,515684,-
417,PLSE,"Pulse Biosciences, Inc.",562.10M,0.68%,223370,-9.00K
418,LRMR,"Larimar Therapeutics, Inc.",553.72M,0.06%,663057,-
419,RVNC,"Revance Therapeutics, Inc.",552.86M,-2.30%,1872270,234.04M
420,IRMD,IRadimed Corporation,552.73M,1.68%,75622,65.56M
421,PNTG,"The Pennant Group, Inc.",552.23M,-0.70%,168275,544.89M
422,LYEL,"Lyell Immunopharma, Inc.",548.85M,-2.26%,1368111,130.00K
423,VTYX,"Ventyx Biosciences, Inc.",545.80M,-0.65%,2285430,-
424,TALK,"Talkspace, Inc.",545.56M,-0.62%,1232342,150.05M
425,EHAB,"Enhabit, Inc.",543.91M,1.47%,544486,1.05B
426,LIAN,LianBio,539.23M,83.05%,23053610,-
427,AEON,"AEON Biopharma, Inc.",538.81M,8.62%,483047,-
428,ABSI,Absci Corporation,537.16M,2.30%,1109663,6.94M
429,VALN,Valneva SE,535.03M,3.21%,3066,237.46M
430,RDUS,"Radius Health, Inc.",531.79M,0.99%,497934,2.96B
431,ALT,"Altimmune, Inc.",529.77M,-1.65%,14927164,279.00K
432,GHRS,GH Research PLC,529.13M,7.18%,97906,-
433,CDNA,"CareDx, Inc",525.03M,1.71%,2587699,280.32M
434,DNTH,"Dianthus Therapeutics, Inc.",524.21M,4.39%,204353,924.00K
435,ANNX,"Annexon, Inc.",523.65M,19.46%,6519969,-
436,REPL,"Replimune Group, Inc.",523.64M,-3.51%,2453550,-
437,SIGA,"SIGA Technologies, Inc.",521.10M,6.08%,1684956,139.92M
438,MRNS,"Marinus Pharmaceuticals, Inc.",520.88M,4.92%,1069651,30.99M
439,CSTL,"Castle Biosciences, Inc.",517.43M,-2.33%,294126,219.79M
440,OFIX,Orthofix Medical Inc.,513.97M,-0.58%,677432,746.64M
441,KALV,"KalVista Pharmaceuticals, Inc.",505.84M,-4.02%,727031,-
442,VYGR,"Voyager Therapeutics, Inc.",505.27M,1.64%,2944702,250.01M
443,PAHC,Phibro Animal Health Corporation,499.81M,2.07%,310377,982.01M
444,NVRO,Nevro Corp.,499.74M,-1.22%,284678,425.17M
445,NUVB,Nuvation Bio Inc.,499.42M,4.11%,560074,-
446,PHAT,"Phathom Pharmaceuticals, Inc.",496.47M,9.27%,939105,682.00K
447,SLDB,Solid Biosciences Inc.,493.86M,6.51%,944422,-
448,URGN,UroGen Pharma Ltd.,493.41M,0.91%,387506,82.71M
449,ELVN,"Enliven Therapeutics, Inc.",493.31M,3.73%,625561,-
450,OSUR,"OraSure Technologies, Inc.",490.75M,-3.34%,4430024,405.47M
451,CRBU,"Caribou Biosciences, Inc.",484.09M,0.19%,2563548,34.48M
452,NYXH,Nyxoah S.A.,484.07M,-0.18%,5748,4.83M
453,AVAH,Aveanna Healthcare Holdings Inc.,472.06M,2.06%,230086,1.90B
454,ADPT,Adaptive Biotechnologies Corporation,470.10M,-0.61%,1671919,170.28M
455,ABUS,Arbutus Biopharma Corporation,469.37M,0.38%,1165940,18.14M
456,TERN,"Terns Pharmaceuticals, Inc.",465.49M,7.30%,626345,-
457,MPLN,MultiPlan Corporation,465.26M,-8.84%,3773133,961.52M
458,PETQ,"PetIQ, Inc.",464.43M,1.48%,630794,1.10B
459,HRTX,"Heron Therapeutics, Inc.",460.01M,0.33%,3744040,127.04M
460,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",458.34M,-3.21%,489557,-
461,HCAT,"Health Catalyst, Inc.",457.96M,0.26%,731459,295.94M
462,RENB,Renovaro Biosciences Inc.,455.43M,1.28%,1475846,-
463,BTMD,biote Corp.,453.79M,11.27%,293071,185.36M
464,PEPG,PepGen Inc.,450.05M,11.00%,412795,-
465,CVRX,"CVRx, Inc.",449.74M,-3.12%,142214,39.30M
466,CELC,Celcuity Inc.,447.97M,-0.34%,228880,-
467,AQST,"Aquestive Therapeutics, Inc.",446.40M,16.00%,6261220,50.58M
468,ZIMV,ZimVie Inc.,441.74M,0.98%,783502,457.43M
469,MXCT,"MaxCyte, Inc.",437.34M,2.62%,835647,41.29M
470,MREO,Mereo BioPharma Group plc,436.16M,-0.96%,1595819,9.02M
471,CBUS,"Cibus, Inc.",435.44M,6.74%,125301,756.00K
472,IVVD,"Invivyd, Inc.",433.79M,-1.37%,304660,-
473,TSHA,"Taysha Gene Therapies, Inc.",430.01M,7.48%,1789763,14.35M
474,ANRO,"Alto Neuroscience, Inc.",423.40M,6.11%,219892,-
475,RCEL,"AVITA Medical, Inc.",422.36M,-1.38%,746426,51.57M
476,AVXL,Anavex Life Sciences Corp.,422.05M,-0.58%,6456596,-
477,MODV,ModivCare Inc.,417.43M,-0.41%,228920,2.76B
478,TNYA,"Tenaya Therapeutics, Inc.",416.57M,4.30%,1088397,-
479,TBPH,"Theravance Biopharma, Inc.",416.14M,0.35%,819255,57.42M
480,STTK,"Shattuck Labs, Inc.",415.88M,-0.46%,569305,1.66M
481,OCS,Oculis Holding AG,414.27M,-2.65%,13460,-
482,LXEO,"Lexeo Therapeutics, Inc.",410.34M,-0.70%,986684,-
483,TRDA,"Entrada Therapeutics, Inc.",409.93M,4.75%,102380,129.01M
484,NGNE,Neurogene Inc.,406.51M,8.59%,442348,-
485,LFMD,"LifeMD, Inc.",405.85M,3.17%,1128045,152.55M
486,MGTX,MeiraGTx Holdings plc,403.87M,7.63%,272829,-
487,ZYXI,"Zynex, Inc.",403.74M,2.95%,227091,184.32M
488,SRDX,"Surmodics, Inc.",401.03M,-0.49%,68622,138.20M
489,EPIX,ESSA Pharma Inc.,398.14M,1.12%,74117,-
490,CDMO,"Avid Bioservices, Inc.",397.77M,3.28%,3605357,140.94M
491,TCMD,"Tactile Systems Technology, Inc.",393.89M,2.70%,435549,274.42M
492,CLOV,"Clover Health Investments, Corp.",388.90M,10.00%,13718472,2.03B
493,ANL,Adlai Nortye Ltd.,387.83M,5.88%,491,-
494,ITOS,"iTeos Therapeutics, Inc.",387.46M,0.75%,240189,12.60M
495,ESPR,"Esperion Therapeutics, Inc.",383.06M,0.98%,9538985,116.33M
496,MGX,"Metagenomi, Inc.",380.53M,-5.41%,397126,17.20M
497,CYH,"Community Health Systems, Inc.",380.13M,1.09%,4422474,12.49B
498,ORGO,Organogenesis Holdings Inc.,376.09M,0.35%,1110792,433.14M
499,KRRO,"Korro Bio, Inc.",374.13M,3.88%,29577,-
500,NPCE,"NeuroPace, Inc.",373.58M,-3.30%,117136,65.42M
501,ANIK,"Anika Therapeutics, Inc.",372.46M,3.67%,126534,166.66M
502,VMD,"Viemed Healthcare, Inc.",372.06M,3.00%,1470289,183.01M
503,THRD,"Third Harmonic Bio, Inc.",371.74M,2.52%,134404,-
504,DCGO,DocGo Inc.,370.85M,2.81%,1758792,624.29M
505,ADVM,"Adverum Biotechnologies, Inc.",370.82M,-1.73%,6662993,3.60M
506,HUMA,"Humacyte, Inc.",369.64M,2.53%,558730,-
507,HROW,"Harrow Health, Inc.",368.38M,3.05%,351215,114.17M
508,AURA,"Aura Biosciences, Inc.",367.48M,-3.49%,1765100,-
509,JSPR,"Jasper Therapeutics, Inc.",366.81M,3.00%,233331,-
510,SNDL,SNDL Inc.,365.82M,6.87%,4653502,685.16M
511,ADAP,Adaptimmune Therapeutics plc,365.30M,1.37%,630710,60.28M
512,INZY,"Inozyme Pharma, Inc.",363.84M,4.80%,861720,-
513,PIII,P3 Health Partners Inc.,361.49M,44.33%,980090,1.18B
514,PGEN,"Precigen, Inc.",355.95M,-,1511334,6.76M
515,PROC,Procaps Group S.A.,354.27M,-,101,414.10M
516,ACIU,AC Immune SA,347.19M,5.11%,100605,17.62M
517,CERS,Cerus Corporation,346.25M,-3.54%,1964403,186.80M
518,BVS,Bioventus Inc.,345.41M,5.01%,251420,512.35M
519,LUNG,Pulmonx Corporation,344.91M,1.70%,487239,68.68M
520,AMRN,Amarin Corporation plc,344.72M,4.50%,1154640,306.91M
521,SPOK,"Spok Holdings, Inc.",343.73M,1.43%,204411,139.03M
522,AVIR,"Atea Pharmaceuticals, Inc.",334.97M,4.16%,512446,-
523,SHCR,"Sharecare, Inc.",333.99M,5.18%,1740790,239.56M
524,AXGN,"AxoGen, Inc.",331.82M,-1.03%,316739,159.01M
525,GOSS,"Gossamer Bio, Inc.",329.35M,4.29%,1528808,-
526,FBLG,"FibroBiologics, Inc.",327.65M,-5.28%,77738,-
527,NBTX,Nanobiotix S.A.,327.42M,9.97%,47075,7.41M
528,KMDA,Kamada Ltd.,325.64M,0.36%,9450,142.52M
529,AIRS,"AirSculpt Technologies, Inc.",325.58M,1.41%,104852,195.92M
530,TCRX,"TScan Therapeutics, Inc.",325.12M,4.86%,266126,21.05M
531,IPSC,"Century Therapeutics, Inc.",324.09M,10.86%,240753,2.24M
532,AKBA,"Akebia Therapeutics, Inc.",320.26M,24.09%,13482326,194.62M
533,SMTI,Sanara MedTech Inc.,315.92M,1.76%,17902,62.62M
534,ERAS,"Erasca, Inc.",314.26M,2.88%,722730,-
535,XERS,"Xeris Biopharma Holdings, Inc.",313.21M,4.69%,3023823,163.91M
536,WGS,GeneDx Holdings Corp.,312.90M,10.49%,300024,202.57M
537,NAUT,"Nautilus Biotechnology, Inc.",312.74M,2.40%,206731,-
538,ADCT,ADC Therapeutics SA,311.96M,1.07%,399489,69.56M
539,LYRA,"Lyra Therapeutics, Inc.",311.70M,3.49%,389290,1.42M
540,PSTX,"Poseida Therapeutics, Inc.",310.69M,-0.62%,934628,64.70M
541,KOD,Kodiak Sciences Inc.,307.49M,4.18%,786603,-
542,XOMA,XOMA Corporation,305.99M,2.13%,59939,4.76M
543,GLUE,"Monte Rosa Therapeutics, Inc.",304.99M,5.25%,250391,-
544,SENS,"Senseonics Holdings, Inc.",302.53M,3.66%,2156496,22.39M
545,GUTS,"Fractyl Health, Inc.",302.31M,-5.93%,477724,-
546,ENTA,"Enanta Pharmaceuticals, Inc.",300.63M,2.53%,181010,73.62M
547,SOPH,SOPHiA GENETICS SA,295.52M,5.94%,27896,62.37M
548,RAPT,"RAPT Therapeutics, Inc.",294.74M,0.71%,1729232,-
549,IMMP,Immutep Limited,289.11M,-5.16%,222513,4.58M
550,STOK,"Stoke Therapeutics, Inc.",285.34M,-1.39%,214783,9.25M
551,OPT,Opthea Limited,282.52M,-3.63%,74285,385.28K
552,CGC,Canopy Growth Corporation,280.63M,11.19%,3931202,248.53M
553,SERA,"Sera Prognostics, Inc.",280.15M,3.58%,140034,330.00K
554,ATAI,Atai Life Sciences N.V.,278.90M,5.36%,937003,334.00K
555,VSTM,"Verastem, Inc.",277.95M,4.76%,188773,-
556,OCGN,"Ocugen, Inc.",277.02M,5.88%,3501023,-
557,EDAP,EDAP TMS S.A.,276.96M,1.76%,6291,60.13M
558,BLUE,"bluebird bio, Inc.",273.69M,6.77%,26515769,21.73M
559,FENC,Fennec Pharmaceuticals Inc.,265.49M,-0.60%,243934,13.05M
560,HOWL,"Werewolf Therapeutics, Inc.",262.41M,0.49%,245179,19.94M
561,PRLD,Prelude Therapeutics Incorporated,260.32M,6.28%,132536,-
562,ARAY,Accuray Incorporated,258.83M,0.77%,505400,447.48M
563,AMWL,American Well Corporation,257.52M,1.16%,2939844,259.05M
564,TLSI,"TriSalus Life Sciences, Inc.",257.00M,4.51%,34122,25.19M
565,SNDA,"Sonida Senior Living, Inc.",255.25M,18.16%,226043,249.13M
566,INO,"Inovio Pharmaceuticals, Inc.",252.99M,-0.69%,311103,832.01K
567,UTMD,"Utah Medical Products, Inc.",252.62M,-0.52%,34953,51.47M
568,FHTX,Foghorn Therapeutics Inc.,251.56M,-2.31%,125533,34.16M
569,STRO,"Sutro Biopharma, Inc.",250.52M,2.49%,1292162,48.64M
570,BDTX,"Black Diamond Therapeutics, Inc.",247.73M,5.51%,1675555,-
571,QURE,uniQure N.V.,247.32M,7.26%,6219000,15.84M
572,CMPX,"Compass Therapeutics, Inc.",247.32M,18.04%,665399,-
573,CHRS,"Coherus BioSciences, Inc.",247.23M,2.30%,3525898,257.24M
574,MESO,Mesoblast Limited,246.60M,-0.41%,346126,7.25M
575,QSI,Quantum-Si incorporated,245.26M,-2.26%,1209585,1.08M
576,CGEN,Compugen Ltd.,244.42M,1.87%,218815,33.46M
577,LCTX,"Lineage Cell Therapeutics, Inc.",243.21M,11.21%,1536517,8.95M
578,AKYA,"Akoya Biosciences, Inc.",241.28M,1.03%,206298,96.63M
579,PBYI,"Puma Biotechnology, Inc.",241.04M,-4.21%,420700,235.64M
580,RIGL,"Rigel Pharmaceuticals, Inc.",238.51M,2.26%,1173659,116.88M
581,ABOS,"Acumen Pharmaceuticals, Inc.",236.85M,2.20%,200333,-
582,NOTV,"Inotiv, Inc.",235.47M,10.40%,604039,585.17M
583,ZVRA,"Zevra Therapeutics, Inc.",235.11M,-2.44%,501352,16.56M
584,OPRX,OptimizeRx Corporation,234.89M,-1.78%,157640,62.81M
585,CDXS,"Codexis, Inc.",234.11M,4.06%,449928,70.14M
586,GRTS,"Gritstone bio, Inc.",233.40M,6.25%,1189841,16.34M
587,OMER,Omeros Corporation,231.34M,-0.82%,486448,-
588,AGEN,Agenus Inc.,226.22M,-9.95%,11370384,156.31M
589,CRDF,"Cardiff Oncology, Inc.",224.73M,-6.85%,1969990,488.00K
590,RPTX,Repare Therapeutics Inc.,223.14M,1.34%,122668,51.13M
591,BFLY,"Butterfly Network, Inc.",220.62M,-,819287,65.90M
592,MASS,908 Devices Inc.,220.50M,0.30%,167919,50.23M
593,ALIM,"Alimera Sciences, Inc.",220.41M,5.78%,337028,80.75M
594,AMLX,"Amylyx Pharmaceuticals, Inc.",219.61M,2.21%,3730891,380.79M
595,LFCR,"Lifecore Biomedical, Inc.",219.28M,-0.67%,123979,157.39M
596,VNDA,Vanda Pharmaceuticals Inc.,219.22M,0.26%,1081105,192.64M
597,SGHT,"Sight Sciences, Inc.",218.53M,1.81%,115402,81.06M
598,IVA,Inventiva S.A.,216.92M,4.74%,87633,24.22M
599,OMGA,"Omega Therapeutics, Inc.",216.83M,2.55%,302177,2.84M
600,GLSI,"Greenwich LifeSciences, Inc.",216.68M,6.00%,35304,-
601,ME,23andMe Holding Co.,216.40M,-0.96%,7094937,247.99M
602,ANGO,"AngioDynamics, Inc.",215.62M,-0.74%,654175,329.54M
603,MACK,"Merrimack Pharmaceuticals, Inc.",213.97M,0.55%,154844,-
604,SMLR,"Semler Scientific, Inc.",213.96M,0.83%,103534,68.18M
605,TRVI,"Trevi Therapeutics, Inc.",213.92M,7.03%,554156,-
606,ABEO,Abeona Therapeutics Inc.,213.79M,6.02%,455184,3.57M
607,OPTN,"OptiNose, Inc.",211.79M,12.11%,1212059,70.99M
608,PROF,Profound Medical Corp.,211.26M,-0.12%,30588,5.41M
609,SCPH,scPharmaceuticals Inc.,210.20M,10.00%,625178,13.59M
610,PYXS,"Pyxis Oncology, Inc.",210.09M,8.02%,744777,-
611,CRMD,CorMedix Inc.,209.48M,-8.85%,967210,-
612,PRQR,ProQR Therapeutics N.V.,208.27M,10.34%,500072,10.58M
613,FGEN,"FibroGen, Inc.",206.43M,-,1893376,147.75M
614,GBIO,Generation Bio Co.,205.41M,4.04%,407368,5.90M
615,CDT,Conduit Pharmaceuticals Inc.,205.25M,11.01%,55390,-
616,IPHA,Innate Pharma S.A.,204.13M,0.20%,2355,57.45M
617,STXS,"Stereotaxis, Inc.",203.68M,1.22%,322440,26.77M
618,VRCA,Verrica Pharmaceuticals Inc.,203.61M,-2.04%,102175,5.12M
619,TSVT,"2seventy bio, Inc.",203.19M,1.26%,940950,100.39M
620,GRPH,"Graphite Bio, Inc.",202.66M,-4.02%,807492,-
621,CAPR,"Capricor Therapeutics, Inc.",200.64M,3.57%,497856,25.18M
622,INMB,"INmune Bio, Inc.",199.32M,-3.32%,62852,224.00K
623,DRTS,Alpha Tau Medical Ltd.,197.86M,1.06%,8340,-
624,INFU,"InfuSystem Holdings, Inc.",196.71M,2.88%,145777,122.84M
625,OGI,OrganiGram Holdings Inc.,194.78M,11.29%,1152734,-
626,CLPT,"ClearPoint Neuro, Inc.",192.88M,-0.83%,288149,23.96M
627,ELEV,"Elevation Oncology, Inc.",192.66M,10.86%,731002,-
628,ASPI,ASP Isotopes Inc.,192.65M,6.05%,935553,-
629,OVID,Ovid Therapeutics Inc.,189.50M,-1.09%,480845,391.70K
630,JYNT,The Joint Corp.,188.40M,8.05%,140152,117.70M
631,HBIO,"Harvard Bioscience, Inc.",187.95M,-5.59%,309702,112.25M
632,ATNM,"Actinium Pharmaceuticals, Inc.",187.41M,7.66%,299209,-
633,CLLS,Cellectis S.A.,184.96M,-0.39%,33134,24.41M
634,OBIO,"Orchestra BioMed Holdings, Inc.",184.44M,-3.01%,95371,3.60M
635,CDXC,ChromaDex Corporation,180.74M,17.07%,518048,83.57M
636,XBIT,XBiotech Inc.,180.49M,-7.08%,71749,-
637,CYBN,Cybin Inc.,176.26M,7.23%,13303400,-
638,GNFT,Genfit S.A.,175.48M,0.86%,1318,32.69M
639,TELO,"Telomir Pharmaceuticals, Inc.",175.39M,-11.85%,53229,-
640,ACB,Aurora Cannabis Inc.,174.82M,10.03%,1658282,200.73M
641,QIPT,Quipt Home Medical Corp.,174.49M,2.48%,191991,185.18M
642,KPTI,Karyopharm Therapeutics Inc.,173.75M,12.69%,1588377,146.03M
643,GLYC,"GlycoMimetics, Inc.",167.41M,-1.92%,242121,-
644,VXRT,"Vaxart, Inc.",165.68M,-1.82%,2035406,7.38M
645,GNLX,Genelux Corporation,165.38M,0.48%,126805,238.00K
646,ALDX,"Aldeyra Therapeutics, Inc.",164.32M,0.72%,754227,-
647,ACET,"Adicet Bio, Inc.",164.10M,-2.44%,4465978,-
648,GTHX,"G1 Therapeutics, Inc.",163.12M,-0.32%,440488,82.51M
649,NVCT,"Nuvectis Pharma, Inc.",162.58M,20.22%,165929,-
650,RLMD,"Relmada Therapeutics, Inc.",161.93M,7.75%,190663,-
651,ATOS,"Atossa Therapeutics, Inc.",161.64M,7.50%,1198962,-
652,INGN,"Inogen, Inc.",160.95M,2.22%,286117,315.66M
653,RANI,"Rani Therapeutics Holdings, Inc.",160.19M,6.25%,21265,-
654,NKTR,Nektar Therapeutics,157.95M,0.02%,868997,90.12M
655,ACHV,"Achieve Life Sciences, Inc.",157.22M,2.91%,718742,-
656,SYRS,"Syros Pharmaceuticals, Inc.",156.30M,-0.33%,173026,8.80M
657,AUGX,"Augmedix, Inc.",155.38M,-2.74%,990338,40.93M
658,XFOR,"X4 Pharmaceuticals, Inc.",155.18M,10.71%,3430411,-
659,IMAB,I-Mab,153.68M,3.33%,380011,3.90M
660,ALUR,Allurion Technologies Inc.,153.33M,-2.56%,33530,109.44M
661,PDSB,PDS Biotechnology Corporation,152.43M,2.40%,400418,-
662,DBVT,DBV Technologies S.A.,152.01M,-0.93%,72839,15.73M
663,SCLX,Scilex Holding Company,151.22M,-1.44%,1404663,46.74M
664,XTNT,"Xtant Medical Holdings, Inc.",150.93M,1.75%,318763,78.46M
665,ELMD,"Electromed, Inc.",150.76M,6.05%,101811,51.69M
666,MDWD,MediWound Ltd.,147.51M,5.96%,29412,24.97M
667,COYA,"Coya Therapeutics, Inc.",145.93M,1.30%,551017,-
668,DSGN,"Design Therapeutics, Inc.",144.49M,4.03%,243899,-
669,FONR,FONAR Corporation,144.17M,-1.62%,14564,102.42M
670,HITI,High Tide Inc.,142.97M,9.64%,1088479,497.66M
671,BDSX,"Biodesix, Inc.",142.50M,4.26%,44253,49.09M
672,OCEA,"Ocean Biomedical, Inc.",141.10M,1.98%,1445942,-
673,CTMX,"CytomX Therapeutics, Inc.",140.18M,0.49%,476100,101.21M
674,SGMO,"Sangamo Therapeutics, Inc.",139.55M,-,3215097,176.23M
675,TOI,"The Oncology Institute, Inc.",138.65M,-10.64%,173956,309.88M
676,ZURA,Zura Bio Limited,137.47M,0.63%,87831,-
677,SGMT,Sagimet Biosciences Inc.,136.20M,-6.48%,3272952,2.00M
678,YS,"YS Biopharma Co., Ltd.",136.16M,0.56%,67121,560.76M
679,TBRG,TruBridge Inc.,133.71M,6.59%,285484,336.79M
680,ZTEK,Zentek Ltd.,132.50M,-3.82%,28668,25.27K
681,VOR,Vor Biopharma Inc.,132.22M,4.61%,352331,-
682,MOLN,Molecular Partners AG,132.19M,6.17%,969,8.38M
683,NGM,"NGM Biopharmaceuticals, Inc.",131.04M,2.61%,1121497,-
684,TELA,"TELA Bio, Inc.",130.53M,-1.48%,176836,53.08M
685,ARMP,"Armata Pharmaceuticals, Inc.",130.13M,6.51%,8162,4.05M
686,ZOM,Zomedica Corp.,129.75M,-1.49%,4165755,24.01M
687,SEER,"Seer, Inc.",128.25M,10.00%,841761,16.66M
688,EBS,Emergent BioSolutions Inc.,127.90M,4.26%,2083246,1.05B
689,CLSD,"Clearside Biomedical, Inc.",127.77M,-1.16%,499291,8.23M
690,YI,"111, Inc.",127.67M,3.40%,211218,2.06B
691,GALT,Galectin Therapeutics Inc.,127.41M,4.04%,142899,-
692,ADAG,Adagene Inc.,125.51M,1.61%,3897,22.67M
693,CELU,Celularity Inc.,124.16M,-0.35%,75398,14.79M
694,GTH,Genetron Holdings Limited,123.34M,-0.26%,5226,93.36M
695,TKNO,"Alpha Teknova, Inc.",121.16M,-4.04%,7334,36.71M
696,KNTE,Kinnate Biopharma Inc.,120.75M,1.19%,247797,-
697,MCRB,"Seres Therapeutics, Inc.",120.17M,3.25%,3517562,126.33M
698,VINC,"Vincerx Pharma, Inc.",119.30M,-6.84%,590743,-
699,ORMP,Oramed Pharmaceuticals Inc.,118.32M,8.96%,79398,1.34M
700,IMUX,"Immunic, Inc.",117.81M,0.77%,2512732,-
701,ANIX,"Anixa Biosciences, Inc.",117.71M,19.81%,341230,210.00K
702,CTXR,"Citius Pharmaceuticals, Inc.",117.16M,6.91%,1490484,-
703,BCAB,"BioAtla, Inc.",116.96M,2.31%,253147,-
704,LIFE,"aTyr Pharma, Inc.",116.53M,22.84%,1439484,353.00K
705,STIM,"Neuronetics, Inc.",116.05M,-1.52%,67683,71.35M
706,SCTL,"Societal CDMO, Inc.",115.07M,-,620071,91.20M
707,DMAC,DiaMedica Therapeutics Inc.,115.00M,3.77%,39979,-
708,BYSI,BeyondSpring Inc.,114.71M,1.38%,156765,1.55M
709,ALLK,Allakos Inc.,114.59M,0.38%,675439,-
710,ACRV,"Acrivon Therapeutics, Inc.",113.41M,22.09%,429967,-
711,SHOT,Safety Shot Inc,112.72M,14.29%,1804133,4.40M
712,IOBT,"IO Biotech, Inc.",112.00M,-2.94%,25384,-
713,FORA,Forian Inc.,111.20M,2.57%,19574,23.02M
714,OM,"Outset Medical, Inc.",109.60M,-,1475238,130.38M
715,VTGN,"VistaGen Therapeutics, Inc.",109.45M,3.32%,169112,1.04M
